SHA256,Type,threat_label,creation_date,size,tags_vt,meaningful_name,malicious_ratio,sandbox_malicious_count,sandbox_confidence_avg,sandbox_classifications,is_signed,signature_entity,pe_compile_date,pe_entropy_avg,pulse_names,pulse_count,adversaries,attack_ids,verdict,multiscan_result
390cba6e7af5c2487bb1d3ace4edc3c255a45fc9a3aff277cfd16b85e73dff00,6,trojan.msil/taskun,1655366577,963584,"['detect-debug-environment', 'executes-dropped-file', 'direct-cpu-clock-access', 'assembly', 'peexe', 'runtime-modules', 'spreader']",UnsafeNativeMeth.exe,0.75,5,73.0,"['MALWARE', 'TROJAN', 'EVADER', 'STEALER']",True,Desconocido,1655366577,3.63,{'Malware Hashes'},1,[],[],malicious,88.0
c7bf4126fec26b76a237fee7d8426dc80cf46f261e699c7be6d512ffaacf4de2,6,trojan.msil/msilheracles,1639765343,962560,"['direct-cpu-clock-access', 'peexe', 'detect-debug-environment', 'checks-network-adapters', 'checks-bios', 'spreader', 'assembly', 'calls-wmi', 'long-sleeps', 'runtime-modules']",wSV1V.exe,0.7894736842105263,3,65.0,"['MALWARE', 'STEALER', 'EVADER', 'TROJAN']",True,Desconocido,1639765343,3.72,{'Malware Bazaar 4'},2,[],[],malicious,60.0
ac6c658a35572e520bfb84ee03ceda62c3f3b43155ffabf13b53b3dca27e0e00,6,trojan.msil/agenttesla,1647242042,61952,"['assembly', 'detect-debug-environment', 'spreader', 'peexe', 'runtime-modules', 'direct-cpu-clock-access', 'checks-network-adapters']",DDDHJYUTYE.exe,0.8157894736842105,4,71.0,"['MALWARE', 'TROJAN', 'EVADER', 'STEALER']",True,Desconocido,1647242042,3.29,{'Malware Hashes'},1,[],[],malicious,19.0
7dab6265884f4bd65eb1e781201e0f3711c2e39188129df4bf3921ac0042e59c,6,trojan.msil/loki,1646652699,554496,"['peexe', 'spreader', 'assembly']",KtCb3.exe,0.8421052631578947,7,71.0,"['MALWARE', 'STEALER', 'EVADER', 'TROJAN']",True,Desconocido,1646652699,3.95,{'Malware Hashes'},2,[],[],malicious,92.0
81cae546ba8f6dd7e3273f9ac9ef35e37c953e745a1d66d8aaf5a69a89555524,6,trojan.msil/loki,1642086227,478720,"['assembly', 'detect-debug-environment', 'spreader', 'peexe', 'runtime-modules', 'direct-cpu-clock-access']",LoaderOptimizationAttribu.exe,0.8157894736842105,2,50.0,"['MALWARE', 'STEALER']",True,Desconocido,1642086227,4.03,"{'AgentTesla | 21-27.01.2022', 'Index of /daily/2022-01-13 - Malshare'}",3,[],[],malicious,52.0
58ce2309dea30b153cda70566249d5781f60da3658383e6a743fca38fe524d62,6,trojan.msil/agenttesla,1645087942,752128,"['runtime-modules', 'direct-cpu-clock-access', 'detect-debug-environment', 'spreader', 'assembly', 'peexe']",StringI.exe,0.7763157894736842,4,,"['MALWARE', 'TROJAN']",True,Desconocido,1645087942,4.15,{'Various Malware Families Hashes'},2,[],[],malicious,90.0
782df41da291585e83635dff168dd75451ca5e103a922a27c174c01830efbb20,6,trojan.msil/agenttesla,2866324417,501248,"['direct-cpu-clock-access', 'malware', 'spreader', 'assembly', 'peexe', 'detect-debug-environment', 'runtime-modules']",Microsoft.CodeAnalysis.Workspaces.Desktop.dll,0.7142857142857143,1,100.0,"['MALWARE', 'STEALER', 'EVADER', 'TROJAN']",True,Desconocido,2866324417,3.61,{'Malware Hashes'},1,[],[],malicious,17.0
a1a8e11f5b032b4f125d02935278564ee15aff0f457b0b5e984180f5bd5036c3,6,trojan.msil/agenttesla,3938198728,863232,"['runtime-modules', 'peexe', 'detect-debug-environment', 'direct-cpu-clock-access', 'assembly', 'spreader']",PermissionT.exe,0.7894736842105263,5,50.0,"['MALWARE', 'STEALER']",True,Desconocido,3938198728,4.03,set(),0,[],[],malicious,59.0
0883932effebc38003004a83a80fbdbf2caab3a8467d59237791087872920468,6,trojan.pwsx/agensla,1223675337,698389,"['overlay', 'nsis', 'peexe', 'runtime-modules', 'direct-cpu-clock-access', 'spreader']",facturas_pdf______________________________________________________.exe,0.7532467532467533,3,59.0,"['MALWARE', 'TROJAN', 'EVADER', 'STEALER']",False,,1223675337,4.07,{'AgentTesla | 21-27.01.2022'},1,[],[],malicious,23.0
ba6eaf83dd24b3d773bad4917c8bb6bdd1a8466e98451dbd930fdd393446f55d,6,trojan.msil/stealer,1646295452,792064,"['peexe', 'spreader', 'assembly']",GenericSetup.exe,0.7922077922077922,4,71.0,"['MALWARE', 'STEALER', 'EVADER', 'RAT', 'TROJAN']",True,Desconocido,1646295452,3.27,{'Malware Hashes'},2,[],[],malicious,80.0
3101f92f4de424e1f9f0445afdbc99e36f4889b42d00e161e4cd578ab3c9550d,6,trojan.msil/agenttesla,1655858390,717312,"['direct-cpu-clock-access', 'spreader', 'assembly', 'hosts-modifier', 'peexe', 'detect-debug-environment', 'runtime-modules']",3v1x3.exe,0.8421052631578947,5,73.0,"['MALWARE', 'ADWARE', 'STEALER', 'EVADER', 'RAT', 'TROJAN']",True,Desconocido,1655858390,4.15,{'MalwareBazaarHash-20220622-0844'},1,[],[],malicious,72.0
c4c59e5531e9151055fd7ca74809d859a615398b3d39b62dcbd34112c4643b9a,6,trojan.msil/noon,1656085024,631296,"['runtime-modules', 'spreader', 'direct-cpu-clock-access', 'malware', 'detect-debug-environment', 'assembly', 'peexe']",StringI.exe,0.7763157894736842,2,100.0,"['MALWARE', 'STEALER', 'EVADER', 'TROJAN']",True,Desconocido,1656085024,4.13,set(),0,[],[],malicious,59.0
53b707f4c2eb23ee162105c7c39bb659de67d1a69b17409f9036fe84b1fc9009,6,trojan.msil/loki,1642401185,431104,"['calls-wmi', 'detect-debug-environment', 'peexe', 'direct-cpu-clock-access', 'long-sleeps', 'persistence', 'spreader', 'clipboard', 'runtime-modules', 'assembly', 'checks-network-adapters', 'checks-bios']",IStringableHelp.exe,0.7105263157894737,3,75.0,"['MALWARE', 'STEALER', 'EVADER', 'RAT', 'TROJAN']",True,Desconocido,1642401185,4.12,"{'AgentTesla | 21-27.01.2022', 'ThreatFox IOC Database-17/01/2022'}",2,[],[],malicious,82.0
7f6474b3249cd79f4d83b79c52e0413c7169baab6f692169596d1ce24f5f47fc,6,trojan.msil/olock,1652672906,619520,"['detect-debug-environment', 'assembly', 'direct-cpu-clock-access', 'peexe', 'runtime-modules', 'spreader']",qt4H.exe,0.7763157894736842,4,,['MALWARE'],True,Desconocido,1652672906,3.71,{'Malware Hashes'},1,[],[],malicious,79.0
8e39bbed049d15dc3335adf1447e9af11780d469927d12280e4831300a3ea073,6,trojan.msil/loki,2229775590,7680,"['peexe', 'checks-network-adapters', 'detect-debug-environment', 'runtime-modules', 'assembly', 'direct-cpu-clock-access']",repub.exe,0.7368421052631579,3,71.0,"['MALWARE', 'STEALER', 'EVADER', 'RAT', 'TROJAN']",True,Desconocido,2229775590,3.18,{'Malware Hashes'},2,[],[],malicious,79.0
6f0cd7bc83d1a7d853e7d323f2888ba1979f5e4195cf3cb471bf6baaeb236fe8,6,trojan.msil/loki,1655964878,524288,"['detect-debug-environment', 'calls-wmi', 'spreader', 'peexe', 'direct-cpu-clock-access', 'assembly', 'checks-network-adapters', 'runtime-modules']",AsyncReplyS.exe,0.7631578947368421,3,75.0,"['MALWARE', 'STEALER', 'EVADER', 'RAT', 'TROJAN']",True,Desconocido,1655964878,4.36,set(),0,[],[],malicious,80.0
7f7327629c895b5d1fb222fb7beffa1aa0f909f0f2d8e6afbb001b984fad099a,6,trojan.msil/agenttesla,1636421300,415232,"['spreader', 'direct-cpu-clock-access', 'peexe', 'assembly', 'detect-debug-environment', 'runtime-modules']",ExecutionContextSwitch.exe,0.7763157894736842,3,50.0,"['MALWARE', 'STEALER', 'TROJAN']",True,Desconocido,1636421300,3.84,{'Malware Bazaar 4'},2,[],[],malicious,77.0
46db17660956e8685021fbc59df864dd9511cebb03727ef089cca70bbf940e49,6,trojan.msil/agenttesla,1650287383,568320,"['peexe', 'assembly', 'direct-cpu-clock-access', 'runtime-modules', 'spreader', 'detect-debug-environment']",Decoder.exe,0.8026315789473685,5,75.0,"['MALWARE', 'ADWARE', 'STEALER', 'EVADER', 'TROJAN']",True,Desconocido,1650287383,4.01,"{'MalwareBazaarHash-20220418-1834', 'Malware Hashes'}",3,[],[],malicious,85.0
187efcbc2fd7c237fa230f7ccee1190a2716d4f0b771a42f20b68b9105936bac,6,trojan.msil/agenttesla,1658046693,214528,"['runtime-modules', 'detect-debug-environment', 'direct-cpu-clock-access', 'peexe', 'assembly']",AJsYGyfBdccjtnffHykV.exe,0.7763157894736842,3,96.0,"['MALWARE', 'STEALER', 'EVADER', 'TROJAN']",True,Desconocido,1658046693,3.34,{'Malware Hashes'},2,[],[],malicious,90.0
be745cc3add1e7bbebdb4e4450770ff59be8f6304a52b08531fcb3013fdab696,6,trojan.msil/agensla,1109688475,625152,"['assembly', 'peexe', 'direct-cpu-clock-access', 'checks-network-adapters', 'runtime-modules', 'detect-debug-environment', 'spreader']",muna crypted.exe,0.7763157894736842,2,92.0,"['MALWARE', 'ADWARE', 'STEALER', 'EVADER', 'TROJAN']",True,Desconocido,1109688475,3.5,set(),0,[],[],malicious,77.0
d16bd368a25e14715ec80632e2cded64efd46dd4260f82922b5c64108b2d1437,6,trojan.msil/agenttesla,1641574074,447488,"['calls-wmi', 'spreader', 'long-sleeps', 'runtime-modules', 'peexe', 'checks-bios', 'hosts-modifier', 'assembly', 'clipboard', 'direct-cpu-clock-access', 'detect-debug-environment', 'checks-network-adapters']",BinaryMethodCa.exe,0.7894736842105263,5,71.0,"['MALWARE', 'ADWARE', 'STEALER', 'EVADER', 'TROJAN']",True,Desconocido,1641574074,4.83,"{'C2 Servers & Virus Providers & Malware Hashes', 'MalwareBazaarHash-20220108-0911', 'ThreatFox IOC Database', 'Index of /daily/2022-01-07'}",7,[],[],malicious,76.0
