SHA256,Type,threat_label,creation_date,size,tags_vt,meaningful_name,malicious_ratio,sandbox_malicious_count,sandbox_confidence_avg,sandbox_classifications,is_signed,signature_entity,pe_compile_date,pe_entropy_avg,pulse_names,pulse_count,adversaries,attack_ids,verdict,multiscan_result
95131b7d3857e99c14a70e5a6f44c646e55276fe455d5176ea1bd176eb1b992c,1,trojan.loki/agent2,1595062932,346624,"['peexe', 'direct-cpu-clock-access', 'spreader', 'self-delete', 'cve-2014-3931', 'exploit']",vcbisre,0.8311688311688312,4,,"['MALWARE', 'TROJAN']",False,,1595062932,3.86,"{'Smoke Loader', 'Various Malware Families Hashes', 'Malware Bazaar 4'}",5,[],"[('T1027', 'Obfuscated Files or Information'), ('T1055.012', 'Process Hollowing'), ('T1053', 'Scheduled Task/Job'), ('T1420', 'File and Directory Discovery'), ('T1081', 'Credentials in Files'), ('T1059.005', 'Visual Basic'), ('T1547.001', 'Registry Run Keys / Startup Folder'), ('T1503', 'Credentials from Web Browsers'), ('T1053.005', 'Scheduled Task'), ('T1060', 'Registry Run Keys / Startup Folder'), ('T1497.001', 'System Checks'), ('T1105', 'Ingress Tool Transfer'), ('T1071.001', 'Web Protocols'), ('T1114.001', 'Local Email Collection'), ('T1140', 'Deobfuscate/Decode Files or Information')]",malicious,88.0
c116c36a9f85ba6dcb2c007813c310187ea409b9c2c32b29f3df21d25ad1b339,1,,1632607066,317145,"['peexe', 'runtime-modules', 'long-sleeps', 'direct-cpu-clock-access', 'overlay']",3456789098900987654567865434678434567898765.exe,0.6388888888888888,2,80.0,['MALWARE'],True,Desconocido,1632607066,4.21,{'Malware Hashes'},1,[],[],malicious,76.0
c96a52b8445b8ba48c88b83e7339345b2f5481cb4c03ecbc7591a0c32356ee2e,1,trojan.shellcode/loki,1596808704,325120,"['nxdomain', 'spreader', 'long-sleeps', 'peexe', 'persistence', 'checks-cpu-name', 'self-delete', 'direct-cpu-clock-access', 'checks-disk-space', 'malware', 'detect-debug-environment', 'cve-2016-2569', 'exploit']",zbetcheckin_tracker_toolspab1.exe,0.8181818181818182,6,75.0,"['MALWARE', 'STEALER', 'EVADER', 'TROJAN', 'RANSOM', 'PHISHING']",False,,1596808704,5.17,"{'510 archivos mnaliciosos | conexion con domain: \tlencu.top', 'Malware Hashes'}",3,[],[],malicious,68.0
bfa67a6535362e04aa17b23db3a0be6be31c0c93729d5b809494d9a2b8ecc0e6,1,,1632607066,991638,"['peexe', 'runtime-modules', 'direct-cpu-clock-access', 'overlay']",bfa67a6535362e04aa17b23db3a0be6be31c0c93729d5b809494d9a2b8ecc0e6.exe,0.6052631578947368,2,80.0,['MALWARE'],True,Desconocido,1632607066,4.21,{'Malware Hashes'},1,[],[],malicious,10.0
ee8d46c69fc5ee1f33c90b1099a16ff526a85186811fda138cf62c818f4b0f51,1,trojan.guloader/nsis,1632607007,561968,"['direct-cpu-clock-access', 'overlay', 'runtime-modules', 'peexe', 'long-sleeps']",PEDIDO N� 66552022 de fecha 16-06-2022.exe,0.6883116883116883,2,64.0,"['MALWARE', 'TROJAN', 'EVADER']",True,Desconocido,1632607007,4.24,{'Malware Hashes'},1,[],[],malicious,59.0
acd06b2169ef183cd1ce229f54d7212fa54b490d09b1ad33ecc34ec6120dea7b,1,trojan.guloader/midie,1284059370,163840,"['checks-user-input', 'runtime-modules', 'spreader', 'peexe', 'direct-cpu-clock-access']",nosse.exe,0.7894736842105263,1,80.0,['MALWARE'],True,Desconocido,1284059370,3.1,"{'Various Malware Families Hashes', 'Malware Bazaar 4'}",4,[],[],malicious,85.0
ee33a3b6f160ac159547272bf6aa0726b3c89ef256961fad3cc45c9220aacff7,1,trojan.strab/azorult,1608923974,343040,"['spreader', 'direct-cpu-clock-access', 'peexe']",toolspab2.exe,0.8181818181818182,4,50.0,"['MALWARE', 'TROJAN']",False,,1608923974,2.4,"{'Various Malware Families Hashes', 'Malware Bazaar 4'}",4,[],[],malicious,66.0
8825d54a98bbf629eac36f5a74a592a78d8463819c0f1e097e48ad5a235b92d9,1,trojan.vebzenpak/fareit,1448587629,94208,"['spreader', 'self-delete', 'checks-user-input', 'direct-cpu-clock-access', 'peexe', 'runtime-modules']",Dagpe.exe,0.8181818181818182,1,,"['BANKER', 'MALWARE', 'TROJAN']",True,Desconocido,1448587629,3.33,set(),0,[],[],malicious,85.0
7d1bd6f9161680c7e3e076833b148966d18f61978d97b036725f65954bdbc32e,1,trojan.autoit/nymeria,1618494702,870400,"['spreader', 'runtime-modules', 'detect-debug-environment', 'direct-cpu-clock-access', 'peexe']",fca4d1b2b5df30a477b7da8c1896e475.virus,0.6493506493506493,1,,['MALWARE'],False,,1618494702,5.18,{'Malware bazaar 6'},2,[],[],malicious,77.0
0d0ef4dd926de6025dcee74688e6f62520c9a796d3212c60e0c434bc25eb2fc6,1,trojan.vebzenpak/bulz,1205683212,135168,"['checks-user-input', 'spreader', 'runtime-modules', 'direct-cpu-clock-access', 'peexe']",heteroplasm.exe,0.7402597402597403,1,,"['MALWARE', 'TROJAN']",True,Desconocido,1205683212,3.67,"{'Malware Hashes', 'Malware Bazaar 4'}",4,[],[],malicious,78.0
