SHA256,Type,threat_label,creation_date,size,tags_vt,meaningful_name,malicious_ratio,sandbox_malicious_count,sandbox_confidence_avg,sandbox_classifications,is_signed,signature_entity,pe_compile_date,pe_entropy_avg,pulse_names,pulse_count,adversaries,attack_ids,verdict,multiscan_result
7d8f0fdfa4ed7c198c267745acebfeb61ab312c955d1fde633e78877810eb59c,2,trojan.dump/marte,1592301645,496113,"['runtime-modules', 'direct-cpu-clock-access', 'overlay', 'spreader', 'peexe']",7d8f0fdfa4ed7c198c267745acebfeb61ab312c955d1fde633e78877810eb59c_orks_manahet_omuscreativos.php_2651ab4nu59ok.exe,0.8311688311688312,0,,[],False,,1592301645,4.79,{'Malware Bazar 11'},2,[],[],malicious,80.0
6e8d588906a96fa5096b9b33875e7b8e4a6d2fd1610b5c7d559c16e97c3e5efa,2,trojan.qbot/lockbit,1067389871,277456,"['direct-cpu-clock-access', 'long-sleeps', 'invalid-signature', 'runtime-modules', 'signed', 'peexe', 'executes-dropped-file', 'revoked-cert', 'spreader', 'overlay']",yqbraezg.exe,0.8051948051948052,2,70.0,"['STEALER', 'MALWARE']",True,Desconocido,1067389871,5.34,set(),0,[],[],malicious,76.0
3cd54a6ebb3d837c2c73839f5eae1da1f6d6dd9c6bbb01752b149b9a309d49bc,2,trojan.qbot/razy,1591077888,473600,"['direct-cpu-clock-access', 'spreader', 'peexe', 'runtime-modules']",3cd54a6ebb3d837c2c73839f5eae1da1f6d6dd9c6bbb01752b149b9a309d49bc.exe,0.8051948051948052,0,,[],False,,1591077888,4.88,set(),0,[],[],malicious,72.0
69f553542222c59a27716c9f452acd6ad4b65c5c0c2428c1d8335a088baee628,2,trojan.dump/marte,1592301645,496303,"['peexe', 'spreader', 'overlay']",69f553542222c59a27716c9f452acd6ad4b65c5c0c2428c1d8335a088baee628.exe,0.8571428571428571,0,,[],False,,1592301645,4.79,{'Malware Bazar 11'},2,[],[],malicious,57.0
9e93da77df283d2eccfd024f833d73d043d8cb5ea0bee56613fcb719995c6f6d,2,,1067389871,277456,"['peexe', 'overlay', 'revoked-cert', 'runtime-modules', 'signed', 'long-sleeps', 'direct-cpu-clock-access', 'invalid-signature', 'spreader']",,0.76,2,70.0,"['STEALER', 'MALWARE']",True,Desconocido,1067389871,5.34,set(),0,[],[],malicious,79.0
00b59eade19545477c3155bc27f7b24c5dbfc2ae7469e9c56d8225d45f794679,2,trojan.qbot/troldesh,1011688304,1933488,"['overlay', 'invalid-signature', 'signed', 'spreader', 'peexe', 'runtime-modules', 'direct-cpu-clock-access']",HEUR-Trojan-Banker.Win32.Qbot.pef-00b59eade19545477c3155bc27f7b24c5dbfc2ae7469e9c56d8225d45f794679,0.8289473684210527,1,,['MALWARE'],True,Desconocido,1011688304,2.97,set(),0,[],[],malicious,87.0
b23e156a32e42430d27664b751385c6189696e36aa78adc07f6c858f82690a6c,2,trojan.exre/qbot,1602341215,1218048,"['peexe', 'executes-dropped-file']",pkfuxsr.exe,0.8311688311688312,3,70.0,"['STEALER', 'MALWARE']",False,,1602341215,1.96,set(),0,[],[],malicious,86.0
425a080d23a9b6482c72620ff4e5bc752d25c7f6f4822990969e8b5b3ded908b,2,trojan.dump/marte,1592301645,496181,"['peexe', 'spreader', 'overlay']",425a080d23a9b6482c72620ff4e5bc752d25c7f6f4822990969e8b5b3ded908b.exe,0.8421052631578947,0,,[],False,,1592301645,4.79,{'Malware Bazar 11'},2,[],[],malicious,81.0
19b343fdbfe9a905a4bd8b09e13aeab7b152d748298a351cff0a7831bccfbd1b,2,trojan.exre/qbot,1602341215,1218048,"['direct-cpu-clock-access', 'executes-dropped-file', 'long-sleeps', 'peexe', 'runtime-modules']",srzfk.exe,0.8157894736842105,2,70.0,"['STEALER', 'MALWARE']",False,,1602341215,1.96,set(),0,[],[],malicious,86.0
58874be8f273ca4835c8d26b43454d2af3b35f8a139712bd73e4ce6035d67a5a,2,trojan.trickbot/emotetu,1596548455,338603,"['overlay', 'spreader', 'peexe']",virussign.com_5bf69919865e9a26589be83682fcc860.vir,0.7922077922077922,2,70.0,"['TROJAN', 'MALWARE']",False,,1596548455,4.88,{'Malware Bazar 11'},2,[],[],malicious,80.0
52f0e75625f33de9006ca9befdff742f569a21d60a82ab6bc170dde25ca99755,2,trojan.qakbot/exip,4286470850,4202448,"['long-sleeps', 'direct-cpu-clock-access', 'overlay', 'executes-dropped-file', 'revoked-cert', 'peexe', 'signed', 'runtime-modules', 'spreader']",EdmGen.exe,0.8157894736842105,3,70.0,"['STEALER', 'MALWARE']",True,Desconocido,4286470850,3.35,set(),0,[],[],malicious,57.0
6e7c566b1c165f3eaf0aea2fec94dca1e6cea49d1432a1a781ceaec9ba785ba5,2,trojan.krypt/qbot,1604984790,357336,"['runtime-modules', 'executes-dropped-file', 'signed', 'invalid-signature', 'spreader', 'peexe', 'long-sleeps', 'overlay', 'direct-cpu-clock-access']",eijica.exe,0.8181818181818182,2,70.0,"['STEALER', 'MALWARE']",True,Desconocido,1604984790,3.16,set(),0,[],[],malicious,83.0
2e0cc33c355bd9d3bd9ff8df2f48000396e39a49b4a04253f767058a7dc6be6d,2,trojan.trickpak/fljp,1628246060,448000,"['spreader', 'peexe', 'malware', 'cve-2014-3931', 'exploit']",riso.exe,0.7662337662337663,2,70.0,"['TROJAN', 'MALWARE']",True,Desconocido,1628246060,5.5,{'Malwarebazaar 5'},2,[],[],malicious,75.0
0d5d3735919eebe474acfc6ae46e1d1b50eb99d155e01ee4c807e1b4bf8a6590,2,trojan.dump/marte,1592301645,496335,"['peexe', 'malware', 'overlay', 'spreader']",VirusShare_1e683d0ef97d5a7b808d35de9581309d,0.8441558441558441,1,,"['TROJAN', 'MALWARE']",False,,1592301645,4.79,{'Malware Bazar 11'},2,[],[],malicious,84.0
88a59968864a439315cee607c6fc1df7975bf4615b1999241e43202286ff2390,2,,1067389871,277456,"['peexe', 'overlay', 'revoked-cert', 'runtime-modules', 'signed', 'long-sleeps', 'direct-cpu-clock-access', 'invalid-signature', 'spreader']",virussign.com_ff6b7234fd1a527e991074e409ab84d0.vir,0.7733333333333333,2,70.0,"['TROJAN', 'STEALER', 'MALWARE']",True,Desconocido,1067389871,5.34,set(),0,[],[],malicious,88.0
4492d22acccb31cc8a161e24818c8e458dccb138be88d16513e39572153f8b42,2,,1067389871,277456,"['peexe', 'overlay', 'revoked-cert', 'runtime-modules', 'signed', 'long-sleeps', 'direct-cpu-clock-access', 'invalid-signature', 'spreader']",,0.7702702702702703,1,70.0,['STEALER'],True,Desconocido,1067389871,5.34,set(),0,[],[],malicious,78.0
00c55cfd71a1091b6496bef8ba7186df1f27a0478a41676f7b1921f3c0da32c7,2,trojan.trickbot/emotetu,1596548455,338646,"['overlay', 'spreader', 'peexe']",HEUR-Trojan.Win32.Zenpak.pef-00c55cfd71a1091b6496bef8ba7186df1f27a0478a41676f7b1921f3c0da32c7,0.7792207792207793,2,70.0,"['TROJAN', 'MALWARE']",False,,1596548455,4.88,{'Malware Bazar 11'},2,[],[],malicious,79.0
652bb2096d56a3b060aa8647c7e5df367df5e126e88fc563ae79019ea430310e,2,trojan.qakbot/eumc,412886631,573968,"['signed', 'direct-cpu-clock-access', 'invalid-signature', 'runtime-modules', 'peexe', 'spreader', 'overlay', 'long-sleeps']",A2Master.exe,0.8311688311688312,1,70.0,['STEALER'],True,Desconocido,412886631,5.37,{'Malware Bazar 11'},2,[],[],,
7c248c8b222262373683f1dbf35e4cee1072cf3cde93641dc62037416e043402,2,trojan.trickbot/midie,1604314180,614400,"['checks-user-input', 'checks-network-adapters', 'peexe', 'long-sleeps', 'direct-cpu-clock-access', 'runtime-modules']",Tweak.exe,0.7272727272727273,2,70.0,"['TROJAN', 'MALWARE']",True,Desconocido,1604314180,4.14,set(),0,[],[],malicious,80.0
1846bc537e84c6ad4b8556b51ca0f9fa9e5b4037182fd8350cb9f783caa90d4c,2,trojan.trickbot/trickpak,1625606781,528443,"['peexe', 'checks-network-adapters', 'detect-debug-environment', 'spreader', 'checks-user-input', 'direct-cpu-clock-access', 'long-sleeps', 'persistence', 'runtime-modules', 'overlay']",HistogramTest.EXE,0.868421052631579,3,70.0,"['TROJAN', 'MALWARE']",True,Desconocido,1625606781,5.79,{'Malware Bazaar 4'},2,[],[],malicious,85.0
583e2b0cb3e97254796a4e4bd6887e4e971dfc8e97c009a6cff84444d01fb237,2,trojan.zenpak/etqa,1594379337,217549,"['spreader', 'overlay', 'direct-cpu-clock-access', 'runtime-modules', 'peexe']",583e2b0cb3e97254796a4e4bd6887e4e971dfc8e97c009a6cff84444d01fb237.vir,0.7662337662337663,1,70.0,['TROJAN'],False,,1594379337,4.42,{'Malware Bazar 11'},2,[],[],malicious,65.0
77f201a9b1cd54f0145de7ebca32b549cf51fbfe20d86b441aa56e6504ca0f22,2,trojan.qbot/krypt,1604984790,357336,"['overlay', 'executes-dropped-file', 'peexe', 'signed', 'runtime-modules', 'spreader', 'direct-cpu-clock-access', 'invalid-signature', 'long-sleeps']",wegstwuu.exe,0.8181818181818182,2,70.0,"['STEALER', 'MALWARE']",True,Desconocido,1604984790,3.16,set(),0,[],[],malicious,83.0
905e423c6811d4ccacf71a39ae8b3c8fd39ae1ce4def6c2ac0431d731659b4f2,2,,1586351271,2153472,"['peexe', 'runtime-modules', 'spreader', 'direct-cpu-clock-access', 'calls-wmi', 'detect-debug-environment', 'long-sleeps', 'checks-user-input', 'persistence']",yorykjqy.exe,0.8133333333333334,2,100.0,"['TROJAN', 'MALWARE', 'EVADER']",False,,1586351271,3.41,"{'Malware Hashes', 'Qakbot Active Payload File Hashes Feb. 7, 2022'}",3,[],[],malicious,76.0
01204d9c1aec155711e400fb9d442a4cc230e35629423df7f3000e452dca0ea1,2,trojan.trickbot/emotet,1593422158,553662,"['spreader', 'peexe', 'overlay']",01204d9c1aec155711e400fb9d442a4cc230e35629423df7f3000e452dca0ea1.exe,0.7662337662337663,2,70.0,"['TROJAN', 'MALWARE']",False,,1593422158,4.07,{'Malware Bazar 11'},2,[],[],unknown,0.0
3e19ed4f33254b7401b94a47e9a01a84990d22f76b6a31781d594d5c283adac9,2,,1599735672,802996,"['peexe', 'spreader', 'overlay']",ArtDraw.exe,0.7866666666666666,2,70.0,"['TROJAN', 'MALWARE']",True,Desconocido,1599735672,4.68,set(),0,[],[],malicious,77.0
59b1826b4da471e10b111d83b71e61cee36e4fdc892785ae401caf6233295308,2,,1596548455,338242,"['peexe', 'overlay']",1969cddst.exe,0.76,2,70.0,"['TROJAN', 'MALWARE']",False,,1596548455,4.88,{'Malware Bazar 11'},2,[],[],malicious,76.0
9e583f2351c0526cda822acb46434614ebd35e0b51ca9934173c28ed382552ce,2,trojan.trickbot/autoruns,1580664350,639208,"['peexe', 'checks-user-input', 'spreader', 'overlay', 'direct-cpu-clock-access', 'runtime-modules']",Trojan.Win32.Zenpak.ztl-9e583f2351c0526cda822acb46434614ebd35e0b51ca9934173c28ed382552ce,0.7142857142857143,2,,"['TROJAN', 'MALWARE']",False,,1580664350,5.11,set(),0,[],[],malicious,83.0
29dc2f4e1028132b07dcfa561266203747d225da996339c47129d1aba0de1786,2,trojan.eqwh/qbot,1589397244,532992,"['peexe', 'runtime-modules', 'spreader', 'direct-cpu-clock-access']",boottimetoast.exe,0.8311688311688312,0,,[],True,Desconocido,1589397244,6.07,set(),0,[],[],malicious,67.0
15096b004b7bf9b7909255812e8c128f4c88fad4537bc9548f0b84a9c5fa99fa,2,trojan.dump/marte,1592301645,496354,"['overlay', 'peexe', 'runtime-modules', 'spreader']",15096b004b7bf9b7909255812e8c128f4c88fad4537bc9548f0b84a9c5fa99fa_orks_manahet_omuscreativos.php_420ab4nu59ok.exe,0.8051948051948052,0,,[],False,,1592301645,4.79,{'Malware Bazar 11'},2,[],[],malicious,82.0
39b517ed5597312c3289fdfb576c3fe696aa95e3b939a33bd58f1627155a67cf,2,trojan.trickbot/vebzenpak,1595330203,479609,"['peexe', 'spreader', 'overlay']",Vistor3.exe,0.8421052631578947,3,70.0,"['TROJAN', 'MALWARE']",True,Desconocido,1595330203,4.88,{'Malware Bazar 11'},2,[],[],malicious,86.0
5a407e99922b9dd18cef43136c16d9fbecd9de47e7895fc4aeb0772487339fc1,2,trojan.qakbot/exjk,1601895292,1017336,"['signed', 'long-sleeps', 'revoked-cert', 'overlay', 'direct-cpu-clock-access', 'peexe', 'runtime-modules', 'executes-dropped-file']",quakbot_90.txt,0.8157894736842105,3,70.0,"['STEALER', 'MALWARE']",True,Desconocido,1601895292,2.83,set(),0,[],[],malicious,46.0
