SHA256,Type,threat_label,creation_date,size,tags_vt,meaningful_name,malicious_ratio,sandbox_malicious_count,sandbox_confidence_avg,sandbox_classifications,is_signed,signature_entity,pe_compile_date,pe_entropy_avg,pulse_names,pulse_count,adversaries,attack_ids,verdict,multiscan_result
1d991cb9c2e17b624328d58458fa0be4c8960114889c99fca915a30c6afe3ead,5,trojan.injects/mikey,1608862766,457748,"['spreader', 'peexe', 'overlay', 'runtime-modules']",file.exe,0.7532467532467533,3,50.0,"['STEALER', 'MALWARE']",False,,1608862766,4.36,{'Malware Bazaar 7'},2,[],[],malicious,100
1b7fa876bd56a7439e668dd55dca79d8dd092580474c36354864640cf4ab465c,5,trojan.msil/loki,1655774394,652288,"['assembly', 'direct-cpu-clock-access', 'runtime-modules', 'spreader', 'peexe', 'detect-debug-environment']",SecurityIdentif.exe,0.7894736842105263,4,69.0,"['RAT', 'TROJAN', 'EVADER', 'MALWARE', 'STEALER']",True,Desconocido,1655774394,3.64,"{'Malware Hashes', 'Threatfox Recent Additions'}",2,[],[],malicious,21
565b777bc99a1a8b8e1895ce44392a2e865df96519dea5bb786ca8e0efdf109c,5,trojan.msil/snakekeylogger,1621929419,406016,"['runtime-modules', 'detect-debug-environment', 'assembly', 'malware', 'peexe', 'direct-cpu-clock-access', 'checks-network-adapters']",H1X0Q70V.exe,0.7368421052631579,2,60.0,"['TROJAN', 'STEALER', 'MALWARE']",True,Desconocido,1621929419,3.1,"{'Index of /daily/2022-01-25 - Malshare', 'Malware Hashes'}",3,[],[],malicious,100
58b3a01441536651c250b546bfb085d75c736d4b1aea5ee4ebb1bf68df755bb0,5,trojan.msil/loki,1622428666,1310208,"['spreader', 'assembly', 'runtime-modules', 'detect-debug-environment', 'direct-cpu-clock-access', 'peexe']",getDeclaredNestedTypesd23.exe,0.8,3,60.0,"['EVADER', 'TROJAN', 'STEALER', 'MALWARE']",True,Desconocido,1622428666,4.66,{'Malwarebazaar 5'},2,[],[],malicious,100
b589bf0679e981fdfbbfe6d42c1aa90692ab5dfc191286c6258bd515e7dbc09e,5,trojan.msil/agenttesla,1643267156,354304,"['direct-cpu-clock-access', 'peexe', 'detect-debug-environment', 'runtime-modules', 'assembly', 'spreader', 'long-sleeps']",PolicyExcepti.exe,0.7631578947368421,3,69.0,"['RAT', 'TROJAN', 'EVADER', 'MALWARE', 'STEALER']",True,Desconocido,1643267156,4.01,"{'Index of /daily/2022-01-27 - Malshare', 'Malware Hashes'}",4,[],[],malicious,77
d22e6e9ecf1b75744b836d547e109a666085e00522327000ceaa48c5bfd09fdd,5,trojan.msil/loki,1652194943,600064,"['detect-debug-environment', 'spreader', 'assembly', 'runtime-modules', 'direct-cpu-clock-access', 'peexe']",Str.exe,0.7631578947368421,1,50.0,['STEALER'],True,Desconocido,1652194943,3.89,{'Malware Hashes'},2,[],[],malicious,100
157984e76447ac6d26b0d06098cc3b08d4c8c4600395d7513b2204ce12adc187,5,trojan.msil/loki,1653385564,658944,"['runtime-modules', 'spreader', 'assembly', 'direct-cpu-clock-access', 'detect-debug-environment', 'peexe']",IsReadOnlyAttrib.exe,0.7894736842105263,2,75.0,"['RAT', 'TROJAN', 'EVADER', 'MALWARE', 'STEALER']",True,Desconocido,1653385564,5.12,"{'Malware Hashes', 'Threatfox Recent Additions'}",2,[],[],malicious,90
5e8eb8d2e1ba90756915c1a717da45749c3fbc14ae25518cd694146f6fbd7891,5,trojan.msil/agenttesla,4001883862,720384,"['assembly', 'peexe', 'spreader']",EventDescrip.exe,0.7894736842105263,4,67.0,"['RAT', 'TROJAN', 'EVADER', 'MALWARE', 'STEALER']",True,Desconocido,4001883862,3.96,"{'MalwareBazaarHash-20220301-0858', 'Malware Hashes'}",3,[],[],malicious,50
776dccf1a2dbfe20d2b34b51424f89e72aaeebc81b4e940436a9d81256d197bc,5,trojan.msil/agentwdcr,1622382201,962048,"['assembly', 'runtime-modules', 'detect-debug-environment', 'peexe', 'spreader', 'direct-cpu-clock-access']",ReaderWriterLockTimedOutException.exe,0.7894736842105263,3,50.0,"['STEALER', 'MALWARE']",True,Desconocido,1622382201,4.38,{'Malwarebazaar 5'},2,[],[],malicious,89
59c8cc74eef18fe3eb3a58810d811438dfe2e4b3d8fd35f78ec2d1cc14467764,5,trojan.msil/loki,1649122320,629760,"['spreader', 'peexe', 'assembly', 'detect-debug-environment', 'direct-cpu-clock-access', 'runtime-modules']",InternalsVisibleToAttrib.exe,0.8026315789473685,3,68.0,"['EVADER', 'TROJAN', 'STEALER', 'MALWARE']",True,Desconocido,1649122320,5.1,{'Malware Hashes'},2,[],[],malicious,73
