SHA256,Type,threat_label,creation_date,size,tags_vt,meaningful_name,malicious_ratio,sandbox_malicious_count,sandbox_confidence_avg,sandbox_classifications,is_signed,signature_entity,pe_compile_date,pe_entropy_avg,pulse_names,pulse_count,adversaries,attack_ids,verdict,multiscan_result
2aa81d29228233060fc8724f1aff157997a4238af33964f7415b3445e2a950dc,4,,1629471095,368128,"['peexe', 'runtime-modules', 'spreader', 'direct-cpu-clock-access', 'detect-debug-environment']",158166156,0.8266666666666667,2,,['MALWARE'],False,,1629471095,4.54,{'Malware Hashes'},2,[],[],malicious,91.0
f882426fba938cca62a3ef31c86f9fb2ea14a1cce00a2d1788c75c99feaf3dcc,4,,1623398447,268800,"['peexe', 'spreader']",61ff99d3a2b7b_Sun099454d62b1.exe,0.7702702702702703,5,75.0,"['EVADER', 'TROJAN', 'MALWARE']",False,,1623398447,5.14,{'Malware Hashes'},2,[],[],malicious,100.0
7e0cb6db3bee27907dad2a3ff865f696e3676d61920ffcd66277ba4e3611f3d0,4,trojan.loki/stealer,1614490042,365056,"['peexe', 'runtime-modules', 'detect-debug-environment', 'spreader', 'direct-cpu-clock-access']",7E0CB6DB3BEE27907DAD2A3FF865F696E3676D61920FFCD66277BA4E3611F3D0.exe,0.8441558441558441,5,50.0,"['TROJAN', 'STEALER', 'MALWARE']",False,,1614490042,6.79,"{'RedLine malware IOCs', 'Malware Hashes'}",2,[],[],,
7254c20c5d42050d6e1c07523ba72d90f2de1df6f99edf5eb0973adc993b65cd,4,,1639323415,343552,"['peexe', 'runtime-modules', 'detect-debug-environment', 'spreader', 'direct-cpu-clock-access', 'calls-wmi']",unik.exe,0.7866666666666666,5,79.0,"['EVADER', 'TROJAN', 'STEALER', 'MALWARE']",False,,1639323415,3.18,set(),0,[],[],malicious,71.0
279aa72a5c97cebf28385ed548107c3894a5118ecf4ee05d51dc608628f51c62,4,trojan.stealer/fragtor,1644505540,4440064,"['direct-cpu-clock-access', 'long-sleeps', 'runtime-modules', 'aspack', 'spreader', 'revoked-cert', 'asprotect', 'overlay', 'peexe', 'signed', 'invalid-signature']",d67cb4ffc862d7783ec74eb55b725f9d.virus,0.7272727272727273,3,76.0,"['EVADER', 'TROJAN', 'STEALER', 'MALWARE']",True,Desconocido,1644505540,6.96,"{'RedLine malware IOCs', 'Malware Hashes'}",3,[],[],malicious,70.0
0bea577660e2fb1f7b582bc2de6efb93a1ac5ef531343ea73e47b115ea004489,4,trojan.stealer/mint,1644138485,4468224,"['runtime-modules', 'direct-cpu-clock-access', 'long-sleeps', 'peexe', 'aspack', 'asprotect']",66.exe,0.7368421052631579,2,67.0,"['EVADER', 'STEALER', 'MALWARE']",False,,1644138485,3.71,"{'RedLine malware IOCs', 'Malware Hashes'}",3,[],[],unknown,0.0
a812037f6f0fac88f2657d2b53ed68c520373f71391c174586a039a16b849a1a,4,trojan.loki/raccrypt,1629186722,379392,"['peexe', 'spreader']",unknown,0.8051948051948052,4,57.0,"['EVADER', 'TROJAN', 'STEALER', 'MALWARE']",False,,1629186722,2.19,{'Malware Hashes'},1,[],[],malicious,100.0
0578fefbe296c7288e169996855fc341351d890fda777038b0f90d787c3bc798,4,trojan.stealer/asprotect,1640893002,1329152,"['detect-debug-environment', 'aspack', 'calls-wmi', 'asprotect', 'peexe', 'long-sleeps', 'persistence', 'checks-disk-space', 'runtime-modules']",atom.exe,0.8026315789473685,5,80.0,"['EVADER', 'TROJAN', 'STEALER', 'MALWARE']",True,Desconocido,1640893002,6.82,"{'Malware Bazaar 4', 'MalwareBazaarHash-20220101-0833'}",3,[],[],malicious,80.0
0d39fdc74c89e90f5952fc1352a22d9c1ed239453e5f6d98805aaeeedbce3022,4,trojan.stealer/jaik,1646314075,698080,"['signed', 'invalid-signature', 'peexe', 'overlay']",OneClickMaintenance.exe,0.7105263157894737,1,,['MALWARE'],True,Desconocido,1646314075,4.37,{'Malware Hashes'},2,[],[],,
3eb07fe360c99a1a0be06f31be2ae0a059135ab4f8593b27303fdf0d4c8b89cc,4,trojan.stealer/stopcrypt,1617243666,342528,"['runtime-modules', 'checks-network-adapters', 'spreader', 'peexe', 'detect-debug-environment', 'calls-wmi', 'direct-cpu-clock-access']",unknown,0.7922077922077922,3,73.0,"['EVADER', 'TROJAN', 'STEALER', 'MALWARE']",False,,1617243666,5.33,{'Malware Hashes'},1,[],[],malicious,54.0
